marital_status,living_area_sqm,children_count,monthly_income,income_source,total_expenses,dti_ratio,avg_monthly_turnover,has_credit_card,num_credit_contracts,num_closed_loans,total_overdue_days,max_overdue_days,num_past_delinquencies,has_bankruptcy,avg_transaction_amount,num_transactions_monthly,premium_category,uses_mobile_banking,uses_investment_products,has_autopayment,employment_type,employer_industry,position_level,work_experience_total_years,has_business,business_profit,owns_car,car_value,owns_real_estate,real_estate_count,owns_land,loan_purpose,requested_amount,approved_amount,loan_rate,monthly_payment,payment_to_income_ratio,collateral_type,has_guarantor,has_higher_education,is_salary_client,is_premium_client,client_segment,tenure_months,Risk_Cluster
divorced,42,0,112601,self_employed,76749,0.22,241656,1,0,2,45,12,4,0,5502,11,restaurants,1,0,1,private,IT,specialist,4,0,0,1,836126,1,1,0,emergency,334898,245331,23.5,28751,0.255,car,0,0,1,0,mass_premium,102,0.0
divorced,71,0,83894,self_employed,47010,0.44,112721,1,0,1,0,3,0,0,5494,5,utilities,1,0,0,government,education,manager,17,0,0,1,825637,1,0,0,emergency,612814,424816,22.9,8824,0.105,none,0,1,0,1,premium,30,1.0
single,46,2,84176,salary,37283,0.22,206673,1,2,1,6,12,1,0,7964,6,restaurants,1,0,1,private,manufacturing,manager,22,0,0,1,200000,1,1,0,emergency,508633,435838,25.6,9059,0.108,real_estate,0,0,0,0,mass,103,1.0
single,20,0,63481,business,39104,0.21,97879,1,0,0,0,5,1,0,1333,16,utilities,1,1,0,government,manufacturing,specialist,24,1,392058,1,2038776,0,1,0,repair,66445,46162,17.0,10266,0.162,none,0,0,1,0,mass_premium,217,0.0
married,72,0,71470,salary,48163,0.3,131138,1,1,1,10,12,1,0,1634,4,goods,0,0,1,government,medicine,specialist,17,0,0,1,1345984,0,2,0,car,626224,404356,30.7,15018,0.21,none,0,1,0,0,mass_premium,83,1.0
married,68,0,53774,pension,47929,0.65,89087,1,4,4,1,21,1,0,13547,4,restaurants,1,0,0,government,medicine,manager,7,0,0,0,0,1,3,0,repair,288772,226153,26.7,31032,0.577,car,0,1,0,0,mass,208,0.0
married,77,0,71107,pension,40789,0.24,116495,1,3,4,2,0,0,0,4615,20,goods,0,1,1,private,education,specialist,19,1,302014,1,1769619,1,1,0,car,439058,283258,31.0,10270,0.144,car,0,1,0,0,mass,20,1.0
married,48,0,74893,salary,55337,0.13,173228,0,0,2,20,4,0,0,4814,2,restaurants,1,0,1,government,IT,specialist,9,0,0,0,0,0,0,0,refinancing,343785,324693,15.3,34853,0.465,none,0,0,0,0,mass_premium,110,0.0
single,45,0,135843,pension,110211,0.63,130155,1,2,2,1,4,1,0,1738,12,goods,1,0,1,private,construction,specialist,1,0,0,0,0,0,1,1,car,215695,173567,12.9,6350,0.047,none,0,0,1,0,mass,64,0.0
married,75,1,89796,salary,50976,0.36,124614,0,2,4,15,8,0,0,1849,6,goods,1,0,1,individual_entrepreneur,retail,manager,0,0,0,1,1773602,1,3,0,repair,216027,179770,25.4,4826,0.054,none,0,0,0,0,mass_premium,225,0.0
married,102,0,62670,salary,54207,0.47,80607,0,1,5,39,7,0,0,4601,14,goods,1,0,1,individual_entrepreneur,IT,specialist,15,0,0,0,0,0,0,0,repair,175187,163182,20.7,20796,0.332,none,0,1,0,0,mass,200,0.0
divorced,65,1,66538,salary,37887,0.63,90106,1,0,0,26,11,2,0,2242,13,travel,1,0,1,private,medicine,specialist,14,0,0,0,0,1,0,1,education,254666,195560,31.6,14559,0.219,none,0,1,1,0,mass,57,0.0
married,75,1,45035,salary,39851,0.55,105895,0,0,2,11,0,2,0,1907,8,goods,1,0,0,self_employed,finance,top_manager,8,1,412248,0,0,0,2,1,repair,679806,495110,28.9,30357,0.674,car,0,0,1,1,mass_premium,100,1.0
widowed,56,2,50804,self_employed,20376,0.58,46679,1,0,2,0,25,1,0,3321,8,goods,1,1,0,government,construction,specialist,9,0,0,1,1969165,0,1,0,refinancing,939678,692716,28.4,14989,0.295,none,0,1,0,1,mass,219,1.0
widowed,26,0,101874,pension,73052,0.39,130577,0,1,1,45,8,0,0,2836,1,goods,1,0,0,private,IT,specialist,6,0,0,1,772237,1,2,1,refinancing,898050,712477,18.0,7033,0.069,real_estate,1,1,0,0,mass,184,1.0
single,89,2,52711,salary,41903,0.51,108271,0,0,1,3,11,0,0,4332,3,utilities,1,0,1,private,retail,specialist,5,0,0,0,0,1,1,0,refinancing,116330,95826,23.2,4899,0.093,none,0,0,1,0,private,37,0.0
married,87,0,48386,self_employed,26129,0.68,58347,1,0,4,23,4,1,0,1027,5,goods,1,0,0,private,manufacturing,manager,20,0,0,1,2056411,1,3,0,car,151508,100726,24.5,10820,0.224,guarantor,0,0,0,0,mass,86,0.0
married,82,1,49262,business,22587,0.63,109179,1,2,1,5,2,0,1,1612,12,utilities,0,0,0,private,IT,specialist,10,0,0,1,2148190,1,0,0,education,223966,197260,30.7,8546,0.173,guarantor,0,1,0,0,mass,103,2.0
married,60,1,44478,salary,18333,0.47,60528,0,3,3,9,11,0,0,1292,3,travel,1,0,1,government,education,specialist,8,0,0,1,1702496,0,1,0,car,252904,180648,12.7,27613,0.621,none,1,0,0,0,mass_premium,56,0.0
married,79,1,109451,salary,47852,0.15,108622,1,0,1,8,21,0,0,4096,12,restaurants,1,1,0,individual_entrepreneur,IT,specialist,14,0,0,1,2588195,1,0,0,education,563959,464303,31.8,60716,0.555,none,0,0,0,0,mass_premium,31,1.0
married,87,0,74994,business,50359,0.69,126189,1,0,4,25,2,1,1,7425,5,goods,1,0,1,private,IT,specialist,18,0,0,1,1605440,1,0,0,car,323449,242398,21.1,21741,0.29,car,1,1,0,0,mass_premium,206,2.0
widowed,105,1,60118,salary,49271,0.24,100353,0,2,1,5,31,0,0,998,7,goods,1,0,0,government,IT,specialist,25,0,0,0,0,1,0,1,car,89816,61127,30.6,3885,0.065,real_estate,1,1,0,0,mass,227,0.0
married,89,0,71024,self_employed,30651,0.32,61543,1,0,0,2,2,0,0,3051,3,goods,1,0,1,self_employed,retail,specialist,18,0,0,1,1511791,0,3,0,education,224240,207577,15.5,19011,0.268,none,1,1,1,0,mass_premium,91,0.0
single,66,1,77605,self_employed,35433,0.18,156796,1,1,3,0,6,0,0,599,8,utilities,0,0,0,private,IT,manager,17,0,0,1,2756017,1,0,0,emergency,518974,363399,29.5,15714,0.202,guarantor,0,0,0,1,private,150,1.0
married,32,0,43844,salary,17649,0.2,45640,1,0,2,0,3,0,0,3441,4,goods,1,0,0,private,construction,specialist,16,0,0,0,0,1,0,1,repair,176935,114122,17.3,10645,0.243,guarantor,1,1,1,0,mass,50,0.0
single,68,0,21364,salary,11560,0.58,24842,0,0,5,13,9,1,0,1443,12,utilities,1,0,0,private,IT,specialist,0,1,87777,0,0,0,0,0,emergency,101317,76678,15.7,4982,0.233,none,0,0,0,0,mass,186,0.0
divorced,71,1,116847,salary,100561,0.18,205208,1,1,0,39,1,0,0,1702,10,goods,1,1,1,private,finance,specialist,20,0,0,0,0,0,0,0,emergency,242350,196981,18.2,23105,0.198,real_estate,1,1,1,0,mass,77,0.0
married,82,1,104580,salary,56279,0.21,242032,0,0,1,6,0,2,0,1761,13,goods,1,0,0,government,construction,specialist,31,0,0,1,1797525,1,1,0,car,156122,97448,12.7,7523,0.072,none,0,1,0,0,private,180,0.0
married,98,0,83223,business,51632,0.2,69496,1,1,1,7,14,1,0,883,6,restaurants,1,0,0,private,construction,specialist,1,0,0,0,0,1,1,1,education,66241,49532,22.2,15451,0.186,guarantor,1,1,1,0,mass_premium,16,0.0
single,62,0,102171,salary,50010,0.32,224640,0,2,2,6,17,1,0,2959,8,travel,1,0,0,self_employed,finance,specialist,0,0,0,0,0,1,0,0,refinancing,80686,78887,17.6,17828,0.174,guarantor,0,0,1,1,premium,89,0.0
single,117,4,137002,salary,62766,0.52,285244,1,2,1,19,7,1,0,2038,6,restaurants,1,0,0,private,IT,specialist,1,0,0,1,1292356,0,2,1,repair,106707,78117,15.9,11792,0.086,car,1,1,0,0,mass,155,0.0
single,21,1,51260,salary,25178,0.49,55098,0,1,3,29,6,2,0,2569,7,utilities,1,0,1,private,medicine,specialist,20,0,0,0,0,1,1,1,refinancing,212023,168900,22.3,3000,0.059,car,0,1,0,0,mass,15,0.0
married,75,0,30798,salary,15559,0.53,44169,0,2,1,3,0,1,0,3288,12,restaurants,1,0,1,private,education,top_manager,14,0,0,0,0,0,2,1,repair,309957,275255,30.6,6896,0.224,car,0,0,1,0,mass,208,0.0
married,45,0,93153,salary,43329,0.54,217992,1,2,0,6,18,1,0,5951,12,restaurants,1,0,1,self_employed,retail,specialist,11,0,0,1,1922725,1,1,1,car,174575,168021,19.4,27710,0.297,real_estate,0,1,1,0,mass,191,0.0
widowed,20,1,20000,salary,15915,0.1,20977,0,0,1,4,15,1,0,3238,6,goods,1,0,1,government,IT,top_manager,15,0,0,1,684646,1,2,0,car,736223,645802,26.0,24956,1.248,none,0,1,1,0,mass,7,1.0
divorced,59,1,71329,salary,45552,0.51,70566,0,0,1,19,17,0,0,1901,14,utilities,1,0,0,private,finance,specialist,14,1,304419,0,0,0,0,1,repair,419059,286661,25.5,21089,0.296,car,1,1,1,0,mass,203,1.0
married,28,1,59554,salary,39894,0.51,122077,1,4,2,5,2,1,0,6810,4,travel,1,0,0,private,manufacturing,specialist,5,0,0,0,0,1,0,0,refinancing,95786,94073,12.3,7951,0.134,none,0,1,0,0,mass,213,0.0
single,60,1,93586,pension,54965,0.14,149789,1,1,3,6,8,2,0,2920,8,utilities,0,0,1,private,IT,manager,25,0,0,0,0,1,2,0,repair,152987,111376,13.7,3294,0.035,none,1,1,0,0,premium,235,0.0
married,65,1,53120,pension,26845,0.36,68153,1,2,7,55,17,0,0,5815,14,goods,0,0,0,private,medicine,specialist,21,0,0,0,0,0,3,1,emergency,242003,187923,26.3,11148,0.21,real_estate,0,1,1,0,private,200,0.0
married,92,1,111991,salary,50054,0.15,122313,1,0,1,13,3,1,0,5089,8,goods,1,0,1,private,manufacturing,specialist,28,0,0,1,1046844,1,0,0,car,799191,645237,17.0,28914,0.258,none,1,1,0,0,mass,6,1.0
married,27,2,43859,salary,19208,0.21,88936,0,1,3,9,20,0,0,1413,5,goods,1,0,0,self_employed,finance,specialist,18,1,104120,1,569539,1,1,0,repair,195593,144310,19.5,12055,0.275,real_estate,0,1,1,0,private,125,0.0
married,87,0,94703,salary,46647,0.39,146520,1,2,1,4,10,0,0,2114,8,travel,1,0,0,individual_entrepreneur,construction,manager,24,0,0,1,1706518,0,2,0,education,47146,43013,25.6,3538,0.037,none,1,0,0,0,mass,219,0.0
married,67,0,46675,salary,38510,0.11,56336,0,1,1,6,5,1,0,1952,5,utilities,0,0,0,government,medicine,specialist,20,0,0,1,1362531,1,1,1,repair,147786,128970,20.8,24958,0.535,guarantor,1,1,0,0,private,223,0.0
married,90,1,89195,salary,45335,0.16,214402,0,4,4,3,5,1,0,5768,2,goods,1,0,0,private,IT,specialist,19,0,0,0,0,0,2,0,education,293582,263006,16.8,10102,0.113,car,0,1,0,0,mass_premium,238,0.0
married,54,0,34487,salary,19913,0.15,60483,1,0,2,3,15,0,0,1102,7,goods,1,0,0,private,finance,manager,28,0,0,1,1383575,1,0,0,repair,258382,158506,12.6,4876,0.141,none,1,1,1,0,mass,144,0.0
single,31,1,69156,salary,47467,0.17,96852,1,2,4,34,26,0,0,8319,9,goods,0,1,0,private,manufacturing,manager,7,0,0,1,831302,1,1,0,education,828259,521042,15.0,24019,0.347,none,1,0,1,0,private,172,1.0
single,34,0,116273,salary,76240,0.13,235268,1,1,2,37,0,0,0,880,10,restaurants,0,1,1,private,finance,specialist,20,0,0,1,2110155,0,1,0,repair,440942,267689,25.2,8283,0.071,none,0,0,1,0,mass,46,1.0
single,32,0,74025,salary,54253,0.47,121691,1,1,2,34,0,0,0,4668,12,goods,0,0,1,self_employed,education,specialist,28,0,0,1,1794314,0,1,1,car,339576,271653,23.6,24038,0.325,car,0,1,1,0,mass,58,0.0
divorced,76,0,111407,salary,55386,0.21,90909,0,1,2,7,26,0,0,6146,5,goods,1,0,0,private,manufacturing,specialist,10,0,0,0,0,0,2,0,car,337516,285556,20.9,19713,0.177,none,0,1,0,0,mass,72,0.0
married,101,0,69080,salary,45732,0.62,153984,0,1,0,13,23,1,0,5022,3,travel,1,0,0,private,education,specialist,23,0,0,0,0,1,0,1,repair,237950,232854,29.8,28410,0.411,car,0,1,0,0,mass_premium,151,0.0
single,50,0,52323,salary,41014,0.63,47759,0,2,4,13,23,0,0,10242,3,goods,1,0,0,individual_entrepreneur,medicine,specialist,15,0,0,1,1937617,1,2,1,education,49988,32435,22.8,12044,0.23,real_estate,0,1,1,0,mass,11,0.0
single,80,1,76019,self_employed,45136,0.51,188671,0,0,2,10,41,0,0,501,7,restaurants,0,1,1,private,construction,manager,19,0,0,1,883848,1,0,1,repair,152504,94696,20.6,9343,0.123,none,0,1,0,0,mass,239,0.0
married,26,0,91643,salary,81190,0.14,127800,1,0,0,5,19,0,0,2600,3,utilities,1,0,1,private,finance,top_manager,10,0,0,1,1104492,1,1,1,repair,80816,78555,12.6,14941,0.163,none,1,1,1,0,mass,65,0.0
married,69,0,20000,self_employed,13779,0.63,33844,1,0,4,6,0,1,1,4849,4,goods,1,1,1,private,finance,manager,9,0,0,1,200000,1,1,0,refinancing,85801,63002,14.2,8552,0.428,guarantor,1,1,0,1,mass,108,2.0
married,81,1,88279,salary,65098,0.35,220628,1,3,1,50,6,1,0,1445,3,travel,0,0,1,private,IT,specialist,11,0,0,0,0,0,1,1,refinancing,86650,84136,14.0,23155,0.262,real_estate,0,0,0,0,premium,5,0.0
divorced,28,1,37105,salary,23359,0.21,46664,1,1,1,26,7,1,0,4046,11,restaurants,0,0,0,private,retail,specialist,5,0,0,0,0,1,0,0,emergency,490210,402396,25.4,7394,0.199,guarantor,0,0,1,0,mass_premium,96,1.0
married,59,0,28404,pension,23544,0.57,45064,0,1,2,13,19,0,0,3603,0,travel,1,0,1,private,manufacturing,specialist,1,0,0,1,397225,0,0,0,repair,181263,168531,20.8,26796,0.943,car,1,1,0,0,mass,169,0.0
divorced,82,1,88850,salary,55597,0.31,185102,0,1,0,1,13,0,0,6191,1,travel,1,0,0,private,manufacturing,top_manager,15,0,0,1,1252864,1,1,1,repair,45275,33271,27.4,3994,0.045,car,0,0,0,0,mass,62,0.0
single,20,2,116847,salary,101790,0.4,186239,1,0,3,8,28,1,0,5845,6,goods,0,0,1,private,construction,specialist,6,0,0,1,1821656,1,0,0,repair,234216,161828,14.8,9512,0.081,none,0,0,1,0,mass,226,0.0
single,98,1,77574,salary,42956,0.55,106082,1,1,2,8,0,1,0,3547,3,travel,1,1,0,private,manufacturing,specialist,11,0,0,1,200000,0,0,0,emergency,463415,326051,12.4,8338,0.107,none,0,1,0,0,mass,79,1.0
single,73,1,22560,salary,18790,0.16,22674,0,1,2,10,0,0,0,1595,8,travel,0,0,1,government,finance,specialist,10,0,0,0,0,0,0,1,repair,320500,293470,26.8,67100,2.974,car,0,1,0,0,mass_premium,66,0.0
single,82,0,46530,salary,33486,0.2,77807,0,1,5,6,27,0,0,3200,15,utilities,1,0,0,self_employed,finance,specialist,15,0,0,0,0,1,0,1,car,307081,200573,29.0,17189,0.369,car,1,0,0,0,mass,222,0.0
married,54,2,55360,self_employed,44261,0.68,96213,1,1,0,25,17,1,0,1420,5,travel,1,0,0,government,construction,specialist,20,0,0,0,0,1,1,0,refinancing,258038,176483,20.9,6408,0.116,none,0,0,1,0,mass,40,0.0
married,21,0,76863,salary,32194,0.53,91912,1,3,4,10,20,0,0,2474,5,goods,1,0,0,private,construction,specialist,4,0,0,0,0,1,1,0,emergency,116900,107990,22.5,21031,0.274,none,1,0,0,0,mass_premium,152,0.0
single,78,0,67484,pension,36349,0.24,92292,1,0,0,35,25,0,0,8482,9,goods,0,0,1,private,finance,manager,9,0,0,0,0,1,0,0,car,335132,203105,31.3,10092,0.15,none,1,1,1,0,mass_premium,104,0.0
married,62,1,87333,self_employed,71922,0.44,114201,0,0,0,43,13,0,0,1102,10,utilities,1,0,0,private,education,specialist,13,1,315132,1,1594884,1,0,0,repair,520463,500354,21.4,11490,0.132,none,1,0,0,0,mass,100,1.0
married,65,0,104999,pension,58711,0.21,160283,1,1,0,8,11,0,0,4028,3,goods,0,0,0,government,retail,specialist,22,0,0,0,0,1,2,1,car,144996,143451,14.4,11276,0.107,real_estate,1,0,1,0,mass,59,0.0
married,92,1,82066,salary,62068,0.62,177016,0,0,1,4,2,0,0,8266,8,restaurants,1,0,1,private,education,manager,14,0,0,0,0,1,2,1,repair,302889,195698,13.7,16261,0.198,none,0,1,0,0,mass_premium,40,0.0
divorced,84,0,101432,salary,90892,0.37,138493,1,0,1,23,6,0,0,7323,7,restaurants,1,0,0,self_employed,finance,specialist,18,1,301860,1,1875400,1,0,0,emergency,338665,268715,18.8,13519,0.133,none,0,1,1,0,mass,90,0.0
married,113,0,60560,salary,29588,0.58,76497,0,0,0,31,27,0,0,4741,11,restaurants,0,0,0,government,IT,specialist,15,0,0,1,785538,1,1,0,refinancing,283159,274228,26.6,10834,0.179,none,0,1,0,0,mass,132,0.0
single,68,0,185356,business,112839,0.68,412926,1,2,1,2,4,0,0,2578,11,goods,1,0,1,private,IT,manager,12,0,0,0,0,1,0,0,repair,147580,129420,15.4,27555,0.149,car,1,0,1,0,mass_premium,191,0.0
married,47,0,89361,salary,43122,0.69,194703,0,2,0,11,4,0,0,2961,10,utilities,1,0,1,government,manufacturing,specialist,0,0,0,1,1147410,1,1,0,car,405210,399291,17.3,68116,0.762,car,0,1,0,1,private,93,1.0
married,60,0,93941,pension,44823,0.18,201841,1,0,2,0,1,0,0,3435,10,restaurants,0,0,1,private,medicine,specialist,20,0,0,0,0,0,0,0,emergency,255175,177140,25.6,22907,0.244,car,0,0,1,0,mass,21,0.0
single,75,0,131518,salary,94235,0.67,271282,1,2,1,4,8,0,0,4557,3,travel,1,1,1,private,medicine,manager,18,0,0,1,1720213,0,1,1,refinancing,581694,371998,20.8,16288,0.124,none,0,1,0,0,mass,114,1.0
married,90,1,73086,business,36227,0.26,168888,1,4,2,28,2,2,0,11833,11,goods,1,0,1,government,construction,specialist,13,0,0,0,0,0,1,0,emergency,205771,127614,31.1,39688,0.543,none,0,1,0,0,mass,159,0.0
single,28,1,47407,salary,30403,0.32,95405,0,4,2,13,12,0,0,3456,3,goods,1,1,0,self_employed,finance,specialist,6,1,193603,0,0,0,0,1,car,38119,35496,12.8,11177,0.236,real_estate,0,1,0,0,premium,22,0.0
single,65,0,115725,salary,102876,0.14,125906,1,2,3,9,22,0,0,2869,7,restaurants,1,0,0,government,education,specialist,20,0,0,1,1030440,1,0,1,car,292978,196840,26.0,7767,0.067,none,0,0,1,0,mass,178,0.0
single,105,1,117780,pension,66729,0.49,100826,1,0,1,7,31,1,0,3040,7,goods,1,1,0,government,finance,specialist,0,0,0,1,355819,1,0,1,refinancing,273416,169562,24.2,21186,0.18,none,1,0,0,0,premium,198,0.0
married,58,0,75372,business,63072,0.49,83600,0,1,4,1,8,1,0,3287,7,restaurants,1,0,0,individual_entrepreneur,IT,manager,15,0,0,1,1058723,1,1,0,repair,144780,102944,25.6,7424,0.098,none,0,1,1,0,mass_premium,38,0.0
divorced,88,2,131586,pension,78712,0.57,186836,1,1,1,10,2,0,1,6144,6,travel,1,0,0,private,manufacturing,manager,27,0,0,0,0,1,0,0,refinancing,351656,335061,12.7,12202,0.093,none,1,1,1,1,mass,200,2.0
single,77,1,67084,salary,35650,0.67,59704,0,1,3,38,15,0,0,9623,8,travel,1,0,0,government,education,specialist,20,0,0,1,1590470,1,0,1,repair,293726,274681,25.7,4492,0.067,none,0,1,0,0,mass,236,0.0
divorced,88,2,102629,pension,58306,0.36,214176,0,0,0,15,0,1,0,2273,2,travel,1,0,0,self_employed,construction,specialist,10,0,0,0,0,1,0,1,refinancing,81725,67649,30.8,11402,0.111,none,0,0,1,0,mass_premium,159,0.0
married,44,1,123043,self_employed,57072,0.34,232579,1,2,2,6,12,0,0,517,6,goods,1,0,1,self_employed,construction,specialist,6,0,0,1,200000,0,0,0,emergency,31788,27814,16.9,14596,0.119,car,0,1,0,0,mass,158,0.0
married,44,1,73441,business,54309,0.48,148394,1,0,1,18,10,0,0,6146,11,utilities,0,0,1,private,retail,specialist,21,0,0,0,0,0,0,0,education,209997,154777,18.6,30680,0.418,real_estate,0,0,0,0,mass,11,0.0
divorced,65,1,85987,self_employed,56279,0.5,82791,1,4,2,13,3,0,0,3979,9,goods,1,0,0,private,IT,specialist,10,0,0,0,0,1,0,0,repair,237058,144411,17.3,25582,0.298,none,0,0,0,0,mass,137,0.0
divorced,26,1,105910,self_employed,74869,0.37,143922,1,1,0,7,18,0,0,3826,8,utilities,1,0,0,self_employed,retail,specialist,14,1,153828,0,0,1,1,0,emergency,259065,192530,28.6,3000,0.028,none,1,1,1,0,mass,67,0.0
married,58,0,57183,salary,31539,0.65,90406,1,1,1,3,1,0,0,1926,6,travel,1,0,0,government,retail,specialist,0,0,0,1,1135838,1,0,1,refinancing,297872,236413,20.9,17933,0.314,car,0,0,1,0,mass,79,0.0
married,71,2,41504,self_employed,30162,0.13,75720,1,1,1,6,25,2,0,2810,2,goods,0,0,0,private,retail,manager,18,0,0,1,1663700,1,1,0,emergency,327406,239691,23.6,11702,0.282,none,0,0,0,0,mass,121,0.0
married,109,1,116654,salary,56262,0.55,252522,1,0,0,13,2,0,0,2402,2,utilities,1,0,0,private,education,specialist,23,0,0,0,0,1,2,0,repair,449708,382836,25.1,4791,0.041,guarantor,0,0,0,0,mass_premium,81,1.0
married,75,1,80736,self_employed,58633,0.22,198674,1,0,1,14,6,0,0,1994,3,travel,0,0,0,private,manufacturing,specialist,11,0,0,0,0,1,0,1,education,437169,405184,16.9,8614,0.107,real_estate,1,0,1,0,mass_premium,77,1.0
married,80,2,52304,salary,23043,0.4,49152,0,2,1,8,18,0,1,7320,9,travel,0,0,1,private,finance,specialist,20,0,0,0,0,1,1,0,repair,174100,169916,31.5,3528,0.067,real_estate,0,1,0,1,mass,6,2.0
married,94,0,73294,salary,43986,0.61,138583,1,0,1,10,4,1,0,2331,23,travel,1,0,0,government,finance,specialist,4,0,0,1,1347916,1,0,0,education,92800,69518,16.1,6474,0.088,real_estate,0,0,0,0,mass_premium,111,0.0
divorced,40,2,87798,salary,61886,0.3,90366,1,1,1,86,32,1,0,6213,11,restaurants,1,0,0,private,medicine,top_manager,27,0,0,1,2115804,0,1,0,repair,93221,92271,27.6,3314,0.038,none,1,0,0,0,mass,153,0.0
married,60,0,20000,business,16553,0.64,26195,1,0,0,19,7,1,0,6911,1,goods,1,0,0,private,education,specialist,13,1,120512,1,1897544,0,0,0,repair,81955,63879,16.2,8092,0.405,real_estate,0,1,0,0,mass_premium,118,0.0
single,125,2,95059,self_employed,76637,0.37,200810,1,2,0,6,4,0,1,4055,10,utilities,1,0,1,self_employed,retail,specialist,17,0,0,1,500751,1,1,0,car,926703,775908,29.8,8263,0.087,none,0,0,1,0,mass,124,2.0
married,63,1,84295,salary,55927,0.52,209891,0,4,1,12,5,0,0,3245,4,restaurants,1,0,0,individual_entrepreneur,construction,specialist,24,1,324312,1,457692,1,2,0,refinancing,328368,320307,24.9,10893,0.129,guarantor,1,0,1,1,private,108,0.0
married,92,2,127928,salary,107675,0.53,216840,0,0,1,36,0,0,0,5985,2,goods,1,0,0,private,manufacturing,specialist,18,0,0,1,1861051,1,0,0,repair,144540,142431,20.3,24263,0.19,none,0,0,0,0,mass_premium,124,0.0
married,89,0,62335,business,40701,0.26,87287,1,2,0,7,4,0,0,3434,6,goods,1,0,0,private,finance,specialist,3,0,0,0,0,1,1,0,refinancing,924017,738231,15.3,24653,0.395,none,1,1,0,0,mass,175,1.0
married,28,1,118199,salary,77843,0.64,137579,0,2,2,14,3,0,0,3295,4,travel,1,0,0,government,medicine,specialist,9,0,0,1,1852852,1,0,1,repair,85179,65248,24.4,9148,0.077,none,0,1,0,0,mass,219,0.0
single,72,2,68437,business,52031,0.17,145791,1,1,0,1,0,0,0,1692,15,restaurants,1,0,0,government,retail,manager,25,0,0,1,497608,0,2,1,repair,149003,120996,26.5,5394,0.079,car,0,0,0,0,mass,60,0.0
divorced,68,2,74871,self_employed,62808,0.45,174922,0,1,2,16,30,0,0,12893,5,goods,1,0,1,government,construction,manager,14,0,0,1,200000,1,2,0,car,512590,310675,31.8,34975,0.467,none,0,0,1,0,mass,57,1.0
married,73,2,79833,salary,55991,0.66,179032,0,0,0,10,4,0,0,5278,8,travel,1,0,1,individual_entrepreneur,finance,specialist,4,0,0,1,1282571,0,1,1,car,57198,55332,31.5,21336,0.267,car,1,1,0,0,mass,132,0.0
married,46,1,143263,pension,124939,0.12,238744,1,0,0,14,2,1,0,10005,4,travel,0,0,1,private,manufacturing,specialist,18,0,0,1,949773,0,1,0,repair,216419,205539,12.7,6205,0.043,none,1,1,1,0,mass_premium,201,0.0
married,37,0,26617,salary,13742,0.42,47952,0,0,2,0,17,1,0,745,4,goods,1,0,0,private,education,specialist,12,0,0,0,0,1,0,0,refinancing,383698,302019,17.8,19644,0.738,none,0,0,1,0,mass_premium,155,1.0
divorced,53,0,87327,salary,75289,0.25,194062,0,0,2,1,1,0,0,1010,8,utilities,1,1,0,individual_entrepreneur,medicine,specialist,30,0,0,1,1718218,1,0,1,car,274216,220373,16.1,12467,0.143,car,0,1,1,0,mass_premium,181,0.0
single,62,1,71478,salary,36512,0.22,170049,0,0,0,8,14,0,0,3828,7,goods,1,0,0,private,retail,top_manager,11,0,0,0,0,1,0,0,refinancing,116271,115790,27.1,17157,0.24,real_estate,0,1,1,0,mass_premium,61,0.0
married,94,0,69001,pension,45761,0.24,165348,0,1,1,4,22,0,0,2533,9,goods,1,0,1,private,retail,specialist,2,1,297846,1,1282410,1,1,0,car,68494,48977,16.5,31274,0.453,none,1,1,0,0,mass_premium,236,0.0
single,110,0,90405,self_employed,72144,0.64,178335,0,0,1,16,3,3,0,4042,3,travel,1,1,0,government,retail,specialist,5,0,0,1,796908,1,1,0,refinancing,84295,69484,12.6,28818,0.319,car,0,1,0,0,mass_premium,41,0.0
single,99,0,108710,pension,87054,0.36,122392,1,2,3,3,10,3,0,4962,9,travel,1,0,0,individual_entrepreneur,manufacturing,manager,11,0,0,0,0,1,2,0,refinancing,218555,196167,21.9,5271,0.048,real_estate,1,0,1,1,mass,104,0.0
married,86,1,88607,salary,47766,0.24,118031,0,1,0,3,3,1,0,5576,6,travel,1,0,1,private,retail,top_manager,12,0,0,1,1240028,1,1,1,emergency,197119,180463,21.6,24542,0.277,none,0,0,1,0,mass,196,0.0
married,39,0,113232,salary,101110,0.66,141832,1,0,1,18,7,0,0,5582,10,goods,0,0,1,private,manufacturing,specialist,14,0,0,1,357686,0,2,0,repair,225772,164466,17.3,18853,0.166,real_estate,0,0,1,0,private,77,0.0
